id,title,description,link,image_link,price,availability,google_product_category,brand,condition
taster-cup-xl-테이스터-컵-xl-400ml-13-5oz,Taster Cup XL,"The largest size in the Taster Cup family. With its open shape and comfortable volume, it works well for hand-drip coffee, tea, and relaxed drinks you want to enjoy slowly. A quiet cup for generous coffee moments. Made in Korea.",https://bunnar.kr/products/taster-cup-xl-테이스터-컵-xl-400ml-13-5oz,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/27-2.jpg?v=1748482436,14.0 USD,in stock,638,bunnar,new
taster-cup-l테이스터-컵-l-300ml-10oz,Taster Cup L,"A generous taster cup designed for hand-drip coffee, tea, and slow coffee moments. The wide, open rim helps the aroma rise and lets each sip feel soft and full. Suitable for cafés, tasting tables, and everyday use at home. Made in Korea.",https://bunnar.kr/products/taster-cup-l테이스터-컵-l-300ml-10oz,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/28-2.jpg?v=1748482429,13.5 USD,in stock,638,bunnar,new
taster-cup-xs-테이스터-컵-xs-180ml-6oz,Taster Cup XS,"Inspired by the shape of a teacup, the Taster Cup is designed to help you enjoy the aroma and texture of coffee more closely. Its open rim lets coffee spread gently across the palate, making each sip feel fuller and more expressive. The XS size is a quiet cup for small servings, tasting, and everyday coffee moments. Made in Korea.",https://bunnar.kr/products/taster-cup-xs-테이스터-컵-xs-180ml-6oz,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/28-2_515645cf-0862-409f-8ed6-10d53a576dbf.jpg?v=1748482424,9.5 USD,in stock,638,bunnar,new
water-cup-워터-컵-200ml-6-5-oz,Water Cup,"A simple porcelain cup with a quiet presence. Designed for water, tea, juice, or small everyday drinks, it sits naturally with other Bunnar pieces on the table. It can also be used as a small desk object for pens or daily tools. Made in Korea.",https://bunnar.kr/products/water-cup-워터-컵-200ml-6-5-oz,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/46-2.jpg?v=1748482418,11.5 USD,in stock,638,bunnar,new
noodle-bowl-누들-볼-1000ml,Noodle Bowl,"A deep porcelain bowl with a clean, generous form. Designed for noodles, warm soups, rice dishes, and one-bowl meals, it holds heat well and brings a calm presence to the table. Made in Korea.",https://bunnar.kr/products/noodle-bowl-누들-볼-1000ml,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/49-2.jpg?v=1748482415,30.5 USD,in stock,638,bunnar,new
cereal-bowl시리얼-볼-250ml,Cereal Bowl,"A quiet porcelain bowl for cereal, yogurt, fruit, soup, and small everyday meals. Designed with a soft proportion that sits comfortably with cups and plates on the table. Made in Korea.",https://bunnar.kr/products/cereal-bowl시리얼-볼-250ml,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/41-2.jpg?v=1748482409,18.0 USD,in stock,638,bunnar,new
soup-bowl수프-볼-350ml,Soup Bowl,"A low, wide porcelain bowl for soup, salad, rice dishes, and small meals. Its balanced shape feels calm on the table and works well for both everyday dining and light café menus. Made in Korea.",https://bunnar.kr/products/soup-bowl수프-볼-350ml,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/42-2.jpg?v=1748482406,18.0 USD,in stock,638,bunnar,new
large-side-plate-라지-사이드-플레이트,Large Side Plate,"A larger side plate for shared dishes, salad, baked goods, or individual portions from a main dish. It pairs naturally with the Small Side Plate, creating a quiet and balanced table setting. Made in Korea.",https://bunnar.kr/products/large-side-plate-라지-사이드-플레이트,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/44-4.jpg?v=1748482399,13.5 USD,in stock,638,bunnar,new
small-side-plate-스몰-사이드-플레이트,Small Side Plate,"A small porcelain side plate with a gentle depth. Made for side dishes, sauces, nuts, fruit, or a small piece of dessert, it is easy to use, clean, and stack in everyday life. Made in Korea.",https://bunnar.kr/products/small-side-plate-스몰-사이드-플레이트,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/43-2_d5861e70-2354-48d2-8c21-ed3f840675bc.jpg?v=1748482392,7.0 USD,in stock,638,bunnar,new
large-main-plate-메인-요리-큰-접시,Large Main Plate,"A generous porcelain plate for pasta, brunch, salad, steak, roasted vegetables, or fruit. Its raised rim frames food beautifully, while the footed base adds a calm, stable presence to the table. Made in Korea.",https://bunnar.kr/products/large-main-plate-메인-요리-큰-접시,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/48.jpg?v=1748482384,30.5 USD,in stock,638,bunnar,new
small-main-plate-메인-요리-작은-접시,Small Main Plate,"A small main plate for desserts, side dishes, light meals, or a cup and bowl pairing. The raised rim gives food a gentle frame, while the footed base adds stability and a quiet sense of form. Made in Korea.",https://bunnar.kr/products/small-main-plate-메인-요리-작은-접시,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/47.jpg?v=1748482381,20.0 USD,in stock,638,bunnar,new
lid-mini-plate-리드-미니-플레이트,"Lid, Mini Plate","A small porcelain plate designed to work as both a lid and a mini plate. It fits Bunnar’s Cappuccino, Cafe Standard, and Americano cups, helping keep drinks warm and the table clean. It can also hold small desserts, fruit, jewelry, coins, or desk objects. Made in Korea.",https://bunnar.kr/products/lid-mini-plate-리드-미니-플레이트,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/32.jpg?v=1748482377,6.0 USD,in stock,638,bunnar,new
cafe-latte-cup-카페라떼-컵-270ml-9oz,Cafe Latte Cup,"A wide, low porcelain cup made for café latte, milk foam, tea, yogurt, cereal, or simple desserts. The open shape lets hot drinks cool gently and makes the cup feel relaxed and generous on the table. It pairs with Bunnar’s Mini Plate L as a lid or saucer. Made in Korea.",https://bunnar.kr/products/cafe-latte-cup-카페라떼-컵-270ml-9oz,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/05-2.jpg?v=1748482375,18.5 USD,in stock,638,bunnar,new
americano-cup-아메리카노-컵-300ml-10oz,Americano Cup,"A 300ml porcelain cup for Americano, brewed coffee, tea, and generous everyday drinks. Designed for easy stacking with Bunnar’s Cappuccino and Cafe Standard cups, it also pairs with the Mini Plate as a lid or saucer. A practical cup for home, café, and office use. Made in Korea.",https://bunnar.kr/products/americano-cup-아메리카노-컵-300ml-10oz,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/04-2.jpg?v=1748482368,17.0 USD,in stock,638,bunnar,new
cappuccino-cup-카푸치노-컵-190ml-6-5oz,Cappuccino Cup,"A 190ml porcelain cup made for cappuccino, hand-drip coffee, and everyday drinks. Designed with a practical size for cafés and homes, it stacks neatly with Bunnar’s Cafe Standard and Americano cups and pairs with the Mini Plate as a lid or saucer. Made in Korea.",https://bunnar.kr/products/cappuccino-cup-카푸치노-컵-190ml-6-5oz,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/03-2_9cca3263-c53b-439e-b496-a26686d40867.jpg?v=1748482360,16.5 USD,in stock,638,bunnar,new
flat-white-cup-플랫-화이트-컵-150ml-5oz,Flat White Cup,"A 180ml porcelain cup for flat white, milk coffee, and light everyday drinks. Compact but comfortable, it is easy to use at home, in cafés, or with capsule coffee machines. A quiet daily cup for coffee lovers. Made in Korea.",https://bunnar.kr/products/flat-white-cup-플랫-화이트-컵-150ml-5oz,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/02-2.jpg?v=1748482354,16.5 USD,in stock,638,bunnar,new
espresso-cup-에스프레소-컵-75ml-2-5oz,Espresso Cup,"A small porcelain cup for espresso and double espresso. Its compact shape is based on the Flat White Cup, scaled down for a quiet and focused coffee moment. Also suitable for capsule coffee machines. Made in Korea.",https://bunnar.kr/products/espresso-cup-에스프레소-컵-75ml-2-5oz,https://cdn.shopify.com/s/files/1/0661/9761/8823/files/01-2.jpg?v=1748482347,11.5 USD,in stock,638,bunnar,new
